id,title,state,created_at,closed_at,days_to_close,labels,is_bug,risk_score,comment_count,assignees,body_length,risk_score_v2,is_bug_v2
27688,[component] Incomplete Structure Literal Causes Vivado Error in `spid_common.sv`,open,2025-07-23 09:56:46+00:00,,,,False,0,0,0,1561,1,False
27683,"[sw,driver] keymgr driver idle status handling",open,2025-07-23 05:29:09+00:00,,,Type:Question|SW:ROM_EXT|IP:keymgr,False,0,3,0,1385,0,False
27680,"[fpv,pinmux] Add lc_hw_debug_clr_i in fpv/tb/pinmux_tb.sv.tpl",closed,2025-07-22 17:44:54+00:00,2025-08-18 09:57:26+00:00,26.0,Component:DV|IP:pinmux,True,0,4,1,119,1,False
27675,[component] Missing $sformatf argument in alert_receiver_driver.sv,closed,2025-07-22 13:09:38+00:00,2026-06-17 09:36:36+00:00,329.0,,False,0,2,0,1128,0,False
27674,[crypto] Make ECC point on curve check callable from ibex,closed,2025-07-22 10:14:23+00:00,2026-03-23 06:42:25+00:00,243.0,SW:cryptolib,False,0,3,1,337,0,False
27670,[tools] updating the version of verilator,open,2025-07-21 16:01:59+00:00,,,Component:Tooling,False,0,0,0,388,0,False
27669,[crypto] Modular multiplicative inverse computation - potential consolidation,open,2025-07-21 15:51:49+00:00,,,SW:cryptolib,False,0,3,2,1681,0,False
27668,"[chip, dv] Test chip_sw_rstmgr_rst_cnsty_escalation failing on Xcelium",closed,2025-07-21 15:46:49+00:00,2025-09-08 06:46:09+00:00,48.0,,False,0,1,0,1557,1,False
27667,Porting TLTs on Xcelium,open,2025-07-21 14:57:11+00:00,,,,False,0,0,0,1760,0,False
27665,"[rtl,otp_ctrl] Report lc_gate fsm error as fatal_prim_otp_alert",open,2025-07-21 00:46:05+00:00,,,IP:otp_ctrl,False,0,1,2,293,1,False
27659,"[Chip, dv] Inconsistency b/w parent and child reset in rstmgr_cnsty_chk.sv",closed,2025-07-18 14:16:39+00:00,2025-08-18 09:19:29+00:00,30.0,Component:DV|Component:ChipLevelTest,True,0,6,0,1626,1,False
27651,[util/design] How to get raw (unhashed) transition_token for LC transition ?,open,2025-07-18 02:33:47+00:00,,,,False,0,0,0,1308,0,False
27648,[crypto] Resharing ECC keys and scalar blinding,closed,2025-07-17 11:58:45+00:00,2025-09-30 11:28:31+00:00,74.0,SW:cryptolib,False,0,5,3,1721,0,False
27646,[crypto] Add function to set / check chip configuration,closed,2025-07-17 07:43:41+00:00,2025-10-31 08:49:50+00:00,106.0,SW:cryptolib,False,0,3,0,456,0,False
27641,[crypto] Consequently use OTBN's instruction counter,closed,2025-07-16 08:28:31+00:00,2025-10-21 05:24:18+00:00,96.0,SW:cryptolib,False,0,2,1,464,0,False
27640,[crypto] Adding a seed input to the ECC key gen API,closed,2025-07-16 08:22:30+00:00,2025-10-21 09:50:46+00:00,97.0,SW:cryptolib,False,0,2,0,82,0,False
27639,[crypto] Harden RSA against FI and SCA,closed,2025-07-16 08:19:16+00:00,2025-10-29 13:17:58+00:00,105.0,SW:cryptolib,False,0,2,1,140,0,False
27638,[crypto] Simplify random_order,closed,2025-07-16 08:18:53+00:00,2025-09-09 11:39:23+00:00,55.0,SW:cryptolib,False,0,5,3,1128,0,False
27637,[crypto] Protect AES-GCM against SCA,closed,2025-07-16 08:15:49+00:00,2025-11-06 10:46:41+00:00,113.0,SW:cryptolib,False,0,3,1,271,0,False
27634,[crypto] Bug in `aes_gcm_*crypt` causes incorrect behavior when the full plaintext size is less than the block size,closed,2025-07-16 00:31:44+00:00,2025-11-07 09:57:18+00:00,114.0,,False,0,3,2,3301,1,False
27632,[crypto] Protect HMAC streaming implementation against FI,closed,2025-07-15 11:29:09+00:00,2026-04-30 13:10:54+00:00,289.0,SW:cryptolib,False,0,4,1,330,0,False
27628,[rom_ext] Next Minimum Security Version not properly bound,closed,2025-07-14 21:48:06+00:00,2025-08-21 18:11:13+00:00,37.0,Type:Bug|SW:ROM_EXT,True,0,0,1,748,2,True
27593,"[sival,ci] SiVal-only tests must specify some DV `stage` property",open,2025-07-09 15:16:09+00:00,,,Component:Software|Component:CI,False,0,0,0,761,0,False
27587,"[dv,dvsim,tooling,test-triage] dvsim's Intelligent Alerts: Debug Faster, Triage Smarter.",open,2025-07-09 07:47:29+00:00,,,,False,0,3,0,3803,0,False
27568,[bazel] Unclear interaction between `opentitan_test` features and CLI,open,2025-07-07 12:55:49+00:00,,,,False,0,2,0,1598,0,False
27560,[alert_handler] Mismatch between documentation and implementation,open,2025-07-04 13:28:01+00:00,,,IP:alert_handler,False,0,6,3,627,1,False
27541,i2c_target_fsm does not allow acq fifo to completely fill,closed,2025-07-02 21:01:31+00:00,2025-07-02 21:48:42+00:00,0.0,,False,0,2,0,2128,0,False
27533,[jtag] jtag connection docs,closed,2025-07-02 07:07:08+00:00,2025-07-10 15:58:26+00:00,8.0,,False,0,3,0,238,0,False
27526,[kmac] KMAC entropy mode specification mismatch,open,2025-07-01 14:54:17+00:00,,,IP:kmac,False,0,2,2,3942,1,False
27506,"[prim,secded] Use instantiation macros in parameterized contexts",open,2025-06-27 17:02:43+00:00,,,,False,0,0,1,247,0,False
27505,"[prim,secded] Use instantiation macros in fpv tb",open,2025-06-27 16:54:05+00:00,,,,False,0,0,1,104,0,False
27498,[rom] misconfigured rstmgr cpu crash dump when activated by OTP,closed,2025-06-26 09:38:30+00:00,2025-09-26 05:29:05+00:00,91.0,SW:ROM,False,0,2,1,673,1,False
27496,[rom_ext] Incorrect unit test silicon_creator for manifest,open,2025-06-25 16:53:21+00:00,,,,False,0,0,1,1935,1,False
27492,[opentitantool] Ensure that small extension data payloads do not cross page boundary,open,2025-06-24 20:56:12+00:00,,,SW:opentitantool,False,0,0,2,246,0,False
27491,[sram_ctrl] Prevent software from initializing SRAM_CTRL with deterministic keys,open,2025-06-24 16:31:00+00:00,,,Component:RTL|Component:Security|IP:sram_ctrl,False,0,1,1,1583,3,False
27487,[util/design] Questions on Generating OTP vmem Files with Known Token Values,open,2025-06-23 16:04:53+00:00,,,,False,0,0,0,3009,0,False
27471,[entropy_src/dv] Improve tests pass rates of `RngBusWidth=16` parametrization,closed,2025-06-19 16:11:47+00:00,2025-09-19 20:33:55+00:00,92.0,Component:DV|IP:entropy_src,True,0,0,0,408,1,False
27463,"[tests, crypto] Enable KMAC tests on CW340.",open,2025-06-18 13:48:14+00:00,,,Component:Software|IP:kmac,False,0,0,0,495,0,False
27451,"[otp_ctrl,dv] Fields lc_cnt and lc_state swapped in the base vseq",open,2025-06-16 13:31:53+00:00,,,Component:DV|IP:otp_ctrl,True,0,4,0,857,1,False
27438,[lc_ctrl/dv] V2S signoff,open,2025-06-13 17:28:13+00:00,,,Component:DV|IP:lc_ctrl|Milestone:V2|Milestone:V2S,True,0,0,0,70,1,False
27437,[rv_dm/dv] V2S sign-off,open,2025-06-13 17:26:18+00:00,,,Component:DV|IP:rv_dm|Milestone:V2|Milestone:V2S,True,0,0,0,70,1,False
27436,[lc_ctrl/dv] Verify `lc_hw_debug_clr_o`,open,2025-06-13 17:23:50+00:00,,,Component:DV|IP:lc_ctrl,True,0,0,0,160,1,False
27435,[rv_dm/dv] Verify `lc_hw_debug_clr_i`,open,2025-06-13 17:19:00+00:00,,,Component:DV|IP:rv_dm,True,0,0,0,439,1,False
27434,[USB] Interface for rxenable_out with set_nak_out is non-atomic,closed,2025-06-13 16:44:30+00:00,2025-06-24 15:42:59+00:00,10.0,IP:usbdev,False,0,5,2,1488,0,False
27419,"[tlul_adapter_reg,rtl] Inconsistent error reporting on the D channel with AccessLatency=1",closed,2025-06-11 16:26:41+00:00,2025-06-14 14:32:12+00:00,2.0,Component:RTL|IP:tlul,False,0,0,0,2003,2,False
27414,[dice] Potential boot-loop in DICE certificate creation,closed,2025-06-11 15:00:21+00:00,2025-06-19 05:28:28+00:00,7.0,SW:ROM_EXT,False,0,1,1,2884,0,False
27409,"[dv,fusesoc-upgrade] Provide a mechanism to assign integrator DFT ports",open,2025-06-11 09:24:33+00:00,,,Component:DV|IP:prim|IP:prim_generic,True,0,1,1,709,1,False
27398,"[hw,alert_handler,rtl] Create enum for alert indices for explicit assignment",closed,2025-06-10 05:51:48+00:00,2025-07-17 19:46:03+00:00,37.0,,False,0,0,0,628,0,False
27388,"[top_darjeeling] unresolved parameter ""Addrcheck""",open,2025-06-08 09:35:43+00:00,,,Component:Darjeeling,False,0,0,0,235,0,False
27387,[dvsim simulation] Bazel and Dvsim compatibility,closed,2025-06-06 20:09:44+00:00,2025-06-07 18:10:01+00:00,0.0,,False,0,1,0,880,0,False
27381,[rom] Private SRAM initialization is gated by CREATOR_SW_CFG_SRAM_KEY_RENEW_EN,closed,2025-06-06 13:32:41+00:00,2026-01-16 11:08:20+00:00,223.0,Component:Software|Component:Security|SW:ROM|IP:sram_ctrl,False,0,6,4,492,2,False
27380,"[ac_range_check,dv] Have t he ability to downgrade the error for a_chan_count via a cfg option",closed,2025-06-06 13:27:24+00:00,2025-06-23 18:11:17+00:00,17.0,Component:DV|IP:ac_range_check,True,0,2,1,363,2,False
27376,"[tlul,rtl] Incorrect timing for d_valid in tl_reg_adapter if AccessLatency is positive",closed,2025-06-06 09:59:38+00:00,2025-06-06 13:32:56+00:00,0.0,Type:Bug|Component:RTL|IP:tlul,True,0,2,0,642,3,True
27375,[dv] Explore how reset handling can be improved,open,2025-06-06 09:00:21+00:00,,,Component:DV|IP:all,True,0,3,6,433,1,False
27374,[TOP_EARLGREY] doubt in Testbench and RTL top,open,2025-06-06 08:58:38+00:00,,,,False,0,0,0,365,0,False
27373,"[hw,ac_range_check,dv] Follow-up fixes for the AC Range check DV environment",closed,2025-06-06 07:53:13+00:00,2025-06-06 19:17:46+00:00,0.0,Component:DV|IP:ac_range_check,True,0,3,1,833,1,False
27372,[doc] Prim libraries & primgen documentation is outdated,closed,2025-06-06 06:07:44+00:00,2025-06-26 13:19:18+00:00,20.0,Component:Doc|Component:Tooling|IP:prim,False,0,0,3,336,0,False
27371,DVSim fails on fusesoc after prim_generic changes,closed,2025-06-05 21:42:29+00:00,2025-06-06 09:08:00+00:00,0.0,Tool:dvsim,False,0,3,4,607,1,False
27367,[doc] mdBook preprocessor problems,open,2025-06-05 14:22:44+00:00,,,Component:Doc,False,0,0,1,263,0,False
27365,[doc] Run Lychee link checker in Bazel sandbox,open,2025-06-05 12:51:52+00:00,,,Component:Doc,False,0,0,0,371,0,False
27363,[Python Package] Python dependency errors when using bazel - possible Solution,open,2025-06-05 09:46:39+00:00,,,,False,0,3,0,1258,1,False
27360,[ROM][rom_ext] prevent booting firmware placed at the incorrect slot,open,2025-06-05 01:25:47+00:00,,,,False,0,0,1,660,1,False
27352,"[ac_range_check,dv] Move lock range_cg sampling from seq to scoreboard",open,2025-06-04 09:14:12+00:00,,,Component:DV|IP:ac_range_check,True,0,0,1,389,1,False
27347,"[prim,prim_pkg] prim_pkg is now deprecated. It's use should be phased out.",open,2025-06-03 15:53:43+00:00,,,,False,0,0,0,301,0,False
27346,"[bazel,fusesoc] Non-hermetic  use of /tmp directory",open,2025-06-03 15:49:04+00:00,,,,False,0,0,2,208,0,False
27340,[sw] Broken license headers in files from tock,open,2025-06-03 11:17:29+00:00,,,Component:Software,False,0,0,1,421,1,False
27330,[rom_ext] ISFB erase flow not working,closed,2025-05-30 20:39:54+00:00,2025-05-30 20:52:08+00:00,0.0,SW:ROM_EXT,False,0,1,1,3390,0,False
27328,Changes to pr_change_check.yml breaks CI,closed,2025-05-30 19:13:33+00:00,2025-05-30 19:17:27+00:00,0.0,,False,0,0,0,862,1,False
27303,[FPGA Test CW340] OpenTitan simplified bitstream for SCA on AES,open,2025-05-26 12:40:11+00:00,,,,False,0,3,0,1278,0,False
27300,[ci] Add Automatic License Checking to CI Pipeline,open,2025-05-23 18:01:48+00:00,,,Component:CI,False,0,4,0,2209,0,False
27298,[crypto] Rename HARDENED_TRY.,open,2025-05-23 16:12:49+00:00,,,SW:cryptolib,False,0,0,0,91,0,False
27275,[manuf] Refactor build & signing rules for the perso binaries,open,2025-05-21 16:30:14+00:00,,,Type:Cleanup,False,0,0,2,784,0,False
27274,[prim_diff_decode] Fault injection,closed,2025-05-21 15:18:47+00:00,2026-04-30 10:38:54+00:00,343.0,,False,0,5,0,2015,0,False
27258,[RFC] AES-GCM Hardware Support and SCA Hardening,closed,2025-05-20 21:34:24+00:00,2026-05-22 11:33:07+00:00,366.0,RFC:Approved|IP:aes,False,0,6,1,1684,0,False
27243,[crypto] Ensure keys get re-masked regularly throughout cryptolib.,closed,2025-05-19 14:14:17+00:00,2025-10-23 07:19:27+00:00,156.0,SW:cryptolib,False,0,2,1,580,0,False
27233,[verilator] using verilator for getting traces for unmasked AES in ECB mode,open,2025-05-16 14:23:23+00:00,,,,False,0,4,0,2603,0,False
27206,[sw/silicon_creator/lib/shutdown] Wrong value written to DIS register of flash_ctrl in shutdown_flash_kill.,open,2025-05-13 13:22:21+00:00,,,,False,0,1,0,1755,1,False
27167,[top_darjeeling] Countermeasures in HJSON and RTL,closed,2025-05-08 14:05:43+00:00,2025-05-08 14:10:53+00:00,0.0,Component:Darjeeling|IP:keymgr_dpe,False,0,0,0,1607,0,False
27158,[documentation] Earlgrey software strap pins,open,2025-05-08 10:17:19+00:00,,,Component:Doc,False,0,4,0,436,0,False
27153,[manuf] develop DV test to perform a UJSON string RX operation,open,2025-05-07 21:20:49+00:00,,,Manufacturing,False,0,1,0,107,0,False
27152,[manuf] develop DV test to perform a UJSON string TX operation,open,2025-05-07 21:19:41+00:00,,,Manufacturing,False,0,1,0,840,0,False
27151,[manuf] develop DV test to perform a multi-slot SPI bootstrap operation,closed,2025-05-07 21:11:12+00:00,2025-08-05 18:07:26+00:00,89.0,Manufacturing,False,0,1,1,589,0,False
27150,[manuf] develop DV test to perform a single SPI flash page program operation,closed,2025-05-07 21:08:37+00:00,2025-05-14 06:22:06+00:00,6.0,Manufacturing,False,0,1,1,326,0,False
27149,[manuf] develop DV test to perform flash erase portion of SPI bootstrap,closed,2025-05-07 21:05:17+00:00,2025-05-08 17:22:53+00:00,0.0,Manufacturing,False,0,1,1,286,0,False
27141,[base] Adjust hardening primitives to use function pointers for randomness.,open,2025-05-07 15:55:21+00:00,,,SW:ROM_EXT|SW:cryptolib,False,0,0,0,386,0,False
27120,"[rescue, rom_ext] DFU rescue may not report disallowed command errors",closed,2025-05-05 15:15:36+00:00,2025-09-04 15:42:18+00:00,122.0,,False,0,1,0,8489,1,False
27117,[cryptolib] Add base point validation checks to ECDSA as FI hardening,closed,2025-05-05 12:07:29+00:00,2025-09-03 12:16:44+00:00,121.0,SW:cryptolib,False,0,8,1,1384,0,False
27112,"[soc_dbg_ctrl,dv] Dynamically drive/monitor miscellaneous IOs",closed,2025-05-05 08:56:02+00:00,2025-05-12 13:04:26+00:00,7.0,Component:DV|IP:soc_dbg_ctrl,True,0,0,1,190,1,False
27110,"[util,secded] Support additional automation",open,2025-05-04 05:24:26+00:00,,,Component:Tooling|Component:RTL|IP:prim,False,0,1,1,544,1,False
27096,[soc_dbg_ctrl/dv] CSR / mem test suite activated and passing,closed,2025-05-02 08:17:00+00:00,2025-05-12 07:47:54+00:00,9.0,Component:DV|IP:soc_dbg_ctrl,True,0,2,1,0,1,False
27095,[soc_dbg_ctrl/dv] X / unknown checks on DUT outputs added,closed,2025-05-02 08:15:44+00:00,2025-05-06 13:22:52+00:00,4.0,,False,0,0,1,0,0,False
27084,[lc_ctrl] Deprecate TAP inside lc_ctrl in favor of DMI,open,2025-05-01 01:56:06+00:00,,,IP:lc_ctrl,False,0,2,0,647,0,False
27075,"[multi_top,clock] Make dv_lib clock frequencies compatible with multi-top",open,2025-04-30 01:56:44+00:00,,,Component:DV|Component:MultiTop,True,0,0,2,868,1,False
27055,"[rom_ctrl,rtl] Unnecessary check in rom_ctrl_compare",closed,2025-04-26 20:31:11+00:00,2025-04-28 22:00:46+00:00,2.0,Component:RTL|IP:rom_ctrl,False,0,1,0,429,1,False
27053,[topgen] Integer literal width for inter-module signal default not respected,open,2025-04-25 22:52:52+00:00,,,,False,0,0,0,1219,0,False
27051,[cryptolib] Algorithms for considered for hardening review ,open,2025-04-25 16:03:19+00:00,,,SW:cryptolib,False,0,1,0,1568,0,False
27045,"[sival, kmac] No EDN timeout in fpga_cw340_sival_rom_ext",open,2025-04-25 09:09:34+00:00,,,IP:kmac,False,0,0,0,521,1,False
27043,[toolchain] how to point the local toolchan  in the bazel rule？,open,2025-04-24 02:52:12+00:00,,,,False,0,1,0,91,0,False
27042,"[ip,macros] Move otp and flash macros out of prim*",open,2025-04-23 22:55:23+00:00,,,Component:RTL|Component:MultiTop|Component:IntegratedFoundational,False,0,1,3,4088,1,False
27040,[rom_ext] [Feature Request] OwnerUnlock operation should clear specified region of flash,open,2025-04-23 21:47:44+00:00,,,SW:ROM_EXT,False,0,0,1,364,0,False
27033,[component] CentOS 7 does not support clang. How can I modify the bazel configuration to replace clang with gcc,open,2025-04-23 08:23:02+00:00,,,,False,0,1,0,269,0,False
27030,"[sverilog,foreach] Fix nested foreach loops",closed,2025-04-22 16:43:45+00:00,2025-04-30 09:52:24+00:00,7.0,Component:DV|Component:RTL,True,0,1,2,5605,2,False
27020,[otp_ctrl] Spurious FSM state transition during consistency/integrity check,open,2025-04-21 09:16:56+00:00,,,Type:Question|IP:otp_ctrl,False,0,1,2,1361,0,False
27006,[spi_host] Replace update_configopts by predicting values using RAL,open,2025-04-17 15:01:25+00:00,,,,False,0,0,1,318,0,False
27000,[top_darjeeling] Update otp_ctrl generated docs,closed,2025-04-17 05:19:37+00:00,2025-04-25 21:50:57+00:00,8.0,Component:Darjeeling,False,0,0,3,443,0,False
26988,[chip-test]kmac_error_conditions_test failing in silicon regression tests,open,2025-04-16 01:26:15+00:00,,,Component:ChipLevelTest|Component:SiliconValidation,False,0,0,1,1141,3,False
26963,[component] it doesn't generate .fst file when i run smoke test with bazel,open,2025-04-14 09:58:55+00:00,,,,False,0,2,0,1134,0,False
26955,[soc_proxy] D1 signoff,open,2025-04-11 13:28:03+00:00,,,,False,0,0,2,0,0,False
26954,[soc_dbg_ctrl] D1+D2 Review & Signoff,open,2025-04-11 13:27:33+00:00,,,IP:soc_dbg_ctrl,False,0,0,2,2062,0,False
26953,[racl_ctrl] D1+D2 Review & Signoff,open,2025-04-11 13:27:06+00:00,,,IP:racl_ctrl,False,0,3,2,2095,0,False
26952,[mbx] D1+D2 Review & Signoff,open,2025-04-11 13:26:37+00:00,,,IP:mailbox,False,0,0,2,2053,0,False
26951,[dma] D1+D2 Review & Signoff,open,2025-04-11 13:25:48+00:00,,,IP:dma,False,0,0,2,2054,0,False
26950,[ac_range_check] D1+D2 Review & Signoff,open,2025-04-11 13:25:12+00:00,,,IP:ac_range_check,False,0,0,2,2074,0,False
26949,[soc_dbg_ctrl] Write theory of operation and programmer's guide,open,2025-04-11 13:24:17+00:00,,,Component:Doc|IP:soc_dbg_ctrl,False,0,1,2,0,0,False
26948,[mbx] Write programmer's guide and theory of operation,closed,2025-04-11 13:23:26+00:00,2025-06-02 09:12:58+00:00,51.0,Component:Doc|IP:mailbox,False,0,2,2,0,0,False
26947,[dma] Write programmer's guide,closed,2025-04-11 13:22:39+00:00,2025-05-13 14:31:03+00:00,32.0,Component:Doc|IP:dma,False,0,0,2,0,0,False
26946,[ac_range_check] Write programmer's guide,open,2025-04-11 13:21:46+00:00,,,Component:Doc|IP:ac_range_check,False,0,0,2,0,0,False
26945,[top_darjeeling] Update block diagram and datasheet,closed,2025-04-11 13:20:57+00:00,2025-05-12 10:31:19+00:00,30.0,Component:Doc|Component:Darjeeling,False,0,0,2,0,0,False
26944,"[topgen,ipgen] Document recently added features",open,2025-04-11 13:20:04+00:00,,,Component:Doc|Component:Tooling,False,0,0,1,213,0,False
26943,"[top_darjeeling,racl] Add top-level test plan items",open,2025-04-11 13:18:07+00:00,,,Component:DV|Component:Darjeeling,True,0,0,1,73,1,False
26941,[cryptolib] Open SCA hardening TODOs,closed,2025-04-11 09:59:10+00:00,2026-04-08 12:19:07+00:00,362.0,SW:cryptolib,False,0,9,1,856,0,False
26940,[cryptolib] Open FI hardening TODOs,closed,2025-04-11 08:51:47+00:00,2026-04-09 09:13:36+00:00,363.0,SW:cryptolib,False,0,11,3,570,1,False
26939,[cryptolib] Implement missing 25519 ECC operations,closed,2025-04-11 08:31:16+00:00,2026-05-19 09:26:56+00:00,403.0,SW:cryptolib,False,0,3,1,320,0,False
26934,[tests] Verify logic in `flash_ctrl_idle_low_power_test`,closed,2025-04-10 13:35:36+00:00,2025-04-28 13:47:26+00:00,18.0,,False,0,1,0,1741,0,False
26931,[otp_ctrl] Deduce if flash key interface is needed from otp_ctrl_mmap.hjson,closed,2025-04-09 18:47:29+00:00,2025-04-26 08:35:34+00:00,16.0,IP:otp_ctrl,False,0,1,1,448,0,False
26925,[ipgen] Unclear when to use templatization or SystemVerilog parameters,closed,2025-04-08 19:50:11+00:00,2025-06-27 22:42:55+00:00,80.0,,False,0,3,0,1746,0,False
26920,[multitop] Add clock measurement extension field to the clkmgr DT,open,2025-04-08 16:00:18+00:00,,,,False,0,0,0,231,0,False
26919,"[rom_ext, rescue] xmodem rescue protocol is not operational after the rescue firmware command is disallowed",closed,2025-04-08 15:35:13+00:00,2025-04-29 07:00:45+00:00,20.0,Component:Software,False,0,0,1,2113,0,False
26906,[chip-test] Store access fault error in kmac_error_conditions_test,open,2025-04-07 17:10:06+00:00,,,Component:ChipLevelTest|Component:SiliconValidation,False,0,0,1,1946,3,False
26905,[chip-test] clkmgr_jitter_frequency_test failing  in silicon regression tests,open,2025-04-07 16:57:40+00:00,,,Component:ChipLevelTest|Component:SiliconValidation,False,0,0,1,1165,3,False
26902,[aon_timer] D3 RTL review,closed,2025-04-07 16:12:52+00:00,2025-04-09 14:51:59+00:00,1.0,,False,0,0,0,459,0,False
26900,"[test-triage,earlgrey] chip_sw_ast_clk_rst_inputs",open,2025-04-07 16:03:01+00:00,,,Component:TestTriage,False,0,0,0,593,0,False
26899,"[test-triage,earlgrey] chip_sw_power_sleep_load",open,2025-04-07 15:05:56+00:00,,,Component:TestTriage,False,0,0,0,645,0,False
26883,[otp_ctrl] Verilator linting PartInvDefault breaks on overly long vector,open,2025-04-04 15:09:08+00:00,,,,False,0,0,0,951,0,False
26882,"[test-triage, darjeeling] chip_sw_sleep_pin_mio_dio_val",open,2025-04-04 14:44:11+00:00,,,Component:TestTriage,False,0,0,0,1213,0,False
26881,[component] chip_sw_uart_rand_baudrate,open,2025-04-04 14:27:14+00:00,,,Component:ChipLevelTest,False,0,0,0,919,0,False
26880,"[Multitiop, test] chip_sw_uart_tx_rx",open,2025-04-04 13:23:15+00:00,,,Component:ChipLevelTest,False,0,0,0,899,0,False
26879,"[test-triage, darjeeling] chip_sw_soc_proxy_external_alerts",open,2025-04-04 12:52:29+00:00,,,Component:TestTriage,False,0,0,1,1287,0,False
26877,"[test-triage, darjeeling] chip_sw_rv_core_ibex_nmi_irq",open,2025-04-04 12:07:35+00:00,,,Component:TestTriage,False,0,0,0,2262,0,False
26876,"[test-triage, darjeeling] chip_sw_rstmgr_cpu_info",open,2025-04-04 12:05:51+00:00,,,Component:TestTriage,False,0,0,0,2445,0,False
26875,"[test-triage, darjeeling] chip_sw_rstmgr_alert_info",open,2025-04-04 12:02:57+00:00,,,Component:TestTriage,False,0,0,0,2450,0,False
26874,"[test-triage, darjeeling] chip_sw_kmac_app_rom",open,2025-04-04 12:00:30+00:00,,,Component:TestTriage,False,0,0,0,2437,0,False
26873,"[test-triage, darjeeling] chip_sw_keymgr_dpe_key_derivation",open,2025-04-04 11:57:12+00:00,,,Component:TestTriage,False,0,0,0,2636,0,False
26871,"[test-triage, darjeeling]  chip_sw_sram_ctrl_scrambled_access",open,2025-04-04 10:54:55+00:00,,,Component:TestTriage,False,0,0,0,1260,0,False
26860,"[test-triage, darjeeling] chip level tests needs a ROM.",open,2025-04-03 10:02:39+00:00,,,Component:TestTriage,False,0,0,0,6782,0,False
26852,[doc/getting_started] Debug with GDB errors,open,2025-04-02 20:22:51+00:00,,,,False,0,3,0,2635,1,False
26848,"[ac_range_check,dv] Replace tl_filt_t by a class wrapper",open,2025-04-02 16:32:35+00:00,,,Component:DV|IP:ac_range_check,True,0,0,1,85,1,False
26846,[RFC] PQC Support on OTBN,open,2025-04-02 14:58:41+00:00,,,RFC:Approved|IP:otbn,False,0,13,4,2211,1,False
26843,"[hmac,dv] Cleaner process kill improvement",open,2025-04-02 13:06:55+00:00,,,Component:DV|IP:hmac,True,0,0,1,272,1,False
26842,"[fusesoc,instance_vlnv] Causing some assertions to fail",closed,2025-04-02 12:23:00+00:00,2025-04-02 19:23:49+00:00,0.0,,False,0,4,1,1582,1,False
26808,"[test-triage, darjeeling] kJitterEnable.dat error",open,2025-03-31 15:17:26+00:00,,,Component:TestTriage,False,0,0,1,1169,1,False
